timestamp,vibration_level,temperature_C,pressure_PSI,flow_rate_m3h,failure
2024-01-01 00:00:00,0.6075198207303081,76.19841107977906,91.51789073130199,41.55686199430884,0
2024-01-01 01:00:00,0.5020750371879142,73.63829781022744,95.50066393120592,45.548073142072006,0
2024-01-01 02:00:00,0.553141448503164,70.89436009678931,85.68187605188493,49.93073060514829,0
2024-01-01 03:00:00,0.6517625505174041,67.26012003912668,100.1819329629985,58.34296286412925,0
2024-01-01 04:00:00,0.42964733441950276,73.62848081556193,79.65198147294485,50.94593356595374,0
2024-01-01 05:00:00,0.5107548263826145,73.21575070068776,109.1562717663911,42.605295630018304,0
2024-01-01 06:00:00,0.6820712484097193,75.67813489068496,100.60629353194194,54.10783457806546,0
2024-01-01 07:00:00,0.5943049694666709,72.57869069998291,93.91139132834866,41.36594239293212,0
2024-01-01 08:00:00,0.4729271273910227,74.37260878732395,105.39459089552686,57.43086159842037,0
2024-01-01 09:00:00,0.5556353945360984,65.20990933464991,107.77493376475091,46.42311914156229,0
2024-01-01 10:00:00,0.4688124357232818,78.97108190289809,85.42454198267905,49.57628529564094,0
2024-01-01 11:00:00,0.41240829480807717,71.24991653757147,93.0065681016298,58.89889074576772,0
2024-01-01 12:00:00,0.520083844366444,81.70974090525101,84.24837818673673,42.12168791131633,0
2024-01-01 13:00:00,0.3191770343720572,68.44781984227731,89.35509123830872,43.666415290973056,0
2024-01-01 14:00:00,0.33026129971530094,78.91743592877306,113.31166103329944,47.41431350016175,0
2024-01-01 15:00:00,0.4373473296856743,72.67464595918754,101.15162318096043,55.07051470599781,0
2024-01-01 16:00:00,0.3624418614382699,66.00903897966957,93.16368874978886,40.428693602267536,0
2024-01-01 17:00:00,0.47739813063033476,66.34970650801264,80.15816697601787,35.89980804510015,1
2024-01-01 18:00:00,0.3964855123622045,64.8775506755306,103.89523948676549,49.842430877419496,0
2024-01-01 19:00:00,0.3784748545088736,72.76380088253057,86.22895045279122,52.6162363091003,0
2024-01-01 20:00:00,0.6998238403082357,69.79110920377975,101.8197465269103,56.46417662799509,0
2024-01-01 21:00:00,0.4693810364723949,68.00384918431014,105.36255385183931,46.020352154315816,0
2024-01-01 22:00:00,0.5194082967929321,67.53775761656765,114.58012669344036,46.525507203634675,0
2024-01-01 23:00:00,0.2909509237425948,82.92395998811467,84.01529592385137,56.97409182358438,0
2024-01-02 00:00:00,0.4623372349406164,78.78866639992579,65.94478072444603,40.21998043677774,0
2024-01-02 01:00:00,0.4875215735635179,73.72878602593016,100.86128336437721,46.87595771723973,0
2024-01-02 02:00:00,0.36499034320713963,71.4847897880878,114.98770315597825,51.22446615866295,0
2024-01-02 03:00:00,0.5790588826447409,72.07953464688046,113.76118559000355,53.18321357401149,0
